B	皮	107.0:5	pi2	bì	da	skin, hide, fur, feather; outer
B	皿	108.0:5	min3	mãnh	chén dĩa	bowl,ceramics
B	目	109.0:5	mu4	mục	mắt	eye; look, see; division, topic
B	矛	110.0:5	mao2	mâu	cái giáo	lance
B	矢	111.0:5	shi3	thỉ	cây tên	arrow
B	石	112.0:5	shi2 dan4	thạch	đá	stone, rock, mineral; rad. 112
B	示	113.0:5	shi4 qi1 zhi4 shi2	thị (hay kỳ)	bảo, dạy	show, manifest; demonstrate
B	禸	114.0:5	rou2	nhữu	dấu chân thú	trace
B	禾	115.0:5	he2	hòa	lúa	rice plant
B	穴	116.0:5	xue4	huyệt	hang	cave
B	立	117.0:5	li4 wei4	lập	đứng	stand; let stand; establish, set
B	竹	118.0:6	zhu2	trúc	tre	bamboo; flute; radical no. 118
B	米	119.0:6	mi3	mễ	gạo	rice
B	糸	120.0:6	mi4	mịch	tơ nhỏ	connection
B	缶	121.0:6	fou3	phẫu hay (phữu)	bình sành	crock
B	网	122.0:6	wang3	võng	lưới	net
B	羊	123.0:6	yang2	dương	dê	goat/sheep
B	羽	124.0:6	yu3	vũ	cánh	feather
B	老	125.0:6	lao3	lão	già	old, aged; experienced
B	而	126.0:6	er2	nhi	mà	and; and then; and yet; but
B	耒	127.0:6	lei3	lỗi	cái cày	plough
B	耳	128.0:6	er3	nhĩ	cái tai	ears
B	聿	129.0:6	yu4	duật	cái bút	writing brush
B	肉	130.0:6	rou4 ru4	nhục	thịt	flesh; meat; radical no. 130
B	臣	131.0:6	cang2	thần	tôi	statesman
B	自	132.0:6	zi4	tự	từ	self, private, personal; from
B	至	133.0:6	zhi4 die2	chí	đến	reach, arrive; extremely, very
B	臼	134.0:6	jiu4	cữu	cái cối	motar
B	舌	135.0:6	she2	thiệt	lưỡi	tongue
B	舛	136.0:6	chuan2	suyễn	ngang trái	chaotic
B	舟	137.0:6	zhou1	chu	thuyền	boat
B	艮	138.0:6	gen4	cấn	bền, vững	tough
B	色	139.0:6	se4 shai3	sắc	màu	color, tint, hue, shade; form, body; beauty, desire for beauty
B	艸	140.0:6	cao3	thảo	cỏ	grass
B	虍	141.0:6	hu1	hô (hay hổ)	hùm	stripes
B	虫	142.0:6	chong2	trùng	sâu trùng	insects
B	血	143.0:6	xie3 xue4	huyết	máu	blood; radical number 143
B	行	144.0:6	xing2 hang2 xing4 hang4 heng2	hành (hàng)	đi, tiệm	go; walk; move, travel;circulate
B	衣	145.0:6	yi1	y	áo	clothing
B	襾	146.0:6	ya4	á	che	lid
B	見	147.0:7	jian4 xian4	kiến	thấy	see, observe, behold; percieve
B	角	148.0:7	jiao3 jue2 gu3 lu4	giác	sừng	horn; angle, corner; point; dime
B	言	149.0:7	yan2 yan4 yin2	ngôn	nói	words, speech; speak, say
B	谷	150.0:7	gu3	cốc	hang	valley
B	豆	151.0:7	dou4	đậu	hột đậu	beans/peas
B	豕	152.0:7	shi3	thỉ	con heo	pig
B	豸	153.0:7	zhi4	trĩ	loài bò sát	reptiles
B	貝	154.0:7	bei4	bối	con sò	shells
B	赤	155.0:7	ce4	xích	đỏ	red
B	走	156.0:7	zou3	tẩu	chạy, đi	walk, go on foot; run; leave
B	足	157.0:7	zu2 ju4	túc	chân, đủ	foot; attain, satisfy, enough
B	身	158.0:7	shen1 yuan2 juan1	thân	thân mình	body; trunk, hull; rad. no. 158
B	車	159.0:7	che1 ju1	xa	xe	cart, vehicle; carry in cart
B	辛	160.0:7	bi4	tân	cay	piquant
B	辰	161.0:7	chen2	thần	sớm	time
B	辵	162.0:7	chuo4	xước	đi mau	to pace
B	邑	163.0:7	yi4	ấp	một khu đất	county
B	酉	164.0:7	you3	dậu	giờ dậu, no	10th ter. branch
B	釆	165.0:7	bian4	biện	chia rẽ, phân xử	to gather
B	里	166.0:7	li3	lý	làng, dặm	unit of distance; village; lane
B	金	167.0:8	jin1 jin4	kim	vàng, kim loại	gold; metals in general; money
B	長	168.0:8	chang2 zhang3 zhang4	trường	dài	long; length; excel in; leader
B	門	169.0:8	men2	môn	cửa	gate, door, entrance, opening
B	阜	170.0:8	fu4	phụ	gò, đống	small hill
B	隶	171.0:8	li4	đãi	kịp, đuổi bắt	in time
B	隹	172.0:8	zhui1	chuy	chim đuôi ngắn	bird
B	雨	173.0:8	yu3 yu4	vũ	mưa	rain; rainy; radical no. 173
B	青	174.0:8	qing1 jing1	thanh	xanh, trẻ	blue, green, black; young
B	非	175.0:8	fei1 fei3	phi	trái, không phải	not, negative, non-; oppose
B	面	176.0:9	mian4	diện	mặt	face; surface; plane; side, dime
B	革	177.0:9	ge2	cách	da	leather
B	韋	178.0:9	wei2	vi	da mềm	tanned leather
B	韭	179.0:9	jiu3	cửu	rau hẹ	leeks
B	音	180.0:9	yin1 yin4	âm	tiếng	sound, tone, pitch,pronunciation
B	頁	181.0:9	ye4	hiệt	đầu	page
B	風	182.0:9	feng1 feng3 feng4	phong	gió	wind; air; manners, atmosphere
B	飛	183.0:9	fei1	phi	bay	fly; go quickly; dart; high
B	食	184.0:9	shi2	thực	ăn	to eat
B	首	185.0:9	shou3	thủ	đầu	head; first; leader, chief; poem
B	香	186.0:9	xiang1	hương	hơi thơm	fragrant, sweet smelling,incense
B	馬	187.0:10	ma3	mã	ngựa	horse; surname; radical no. 187
B	骨	188.0:10	gu3	cốt	xương	skeleton
B	高	189.0:10	gao1 gao4	cao	cao	high, tall; lofty, elevated
B	髟	190.0:10	biao1	tiêu (hay biểu)	tóc dài sổ xuống	hair
B	鬥	191.0:10	dou4	đấu	tranh	to struggle
B	鬯	192.0:10	chang4	sưởng	rượu nếp	unobstructed
B	鬲	193.0:10	ge2	cách (hay lịch)	nồi có chơn giạng ra	caldron
B	鬼	194.0:10	gui3	quỷ	quỷ quái	ghost; spirit of dead; devil
B	魚	195.0:11	yu2	ngư	cá	fish; surname; radical no. 195
B	鳥	196.0:11	niao3 diao3 dao3 que4	điểu	chim	bird; radical no. 196
B	鹵	197.0:11	lu3	lỗ	muối tự nhiên	saline soil
B	鹿	198.0:11	lu4	lộc	hươu, nai	deer
B	麥	199.0:11	mai4	mạch	lúc mạch	wheat
B	麻	200.0:11	ma2 ma1	ma	cây gai	hemp, jute, flax; sesame
B	黃	201.0:12	huang2	hoàng	vàng	yellow; surname
B	黍	202.0:12	shu3	thử	lúa kê	millet
B	黒	203.0:12	hei1	hắc	đen	black
B	黹	204.0:12	zhi3	trĩ (hay chỉ)	may áo	embroidery
B	黽	205.0:13	min3	mãnh	loại cóc	to strive
B	鼎	206.0:13	ding3	đỉnh	cái đỉnh	tripot
B	鼓	207.0:13	gu3	cổ	cái trống	drum
B	鼠	208.0:13	shu3	thử	con chuột	mouse
B	鼻	209.0:14	bi2	tỵ	cái mũi	nose
B	齊	210.0:14	qi2	tề	chỉnh tề	uniform
B	齒	211.0:15	chi3	xỉ	răng	tooth
B	龍	212.0:16	long2 long3 mang2	long	rồng	dragon; symbolic of emperor
B	龜	213.0:16	gui1	quy	rùa	turtle
B	龠	214.0:17	huo4	dược	ống sáo có 3 lỗ	flute
B	乀	4	fu2	phiệt	phẩy	comma
B	乁	4	yi2	phiệt	phẩy	comma
B	乚	5	yin3	ất	cong	2nd stema
B	亻	9	ren2	nhơn	người	human
B	刂	18	dao1	đao	dao	knife
B	刁	18.0:2	diao1	đao	dao	knife
B	␡2B	26	 	tiết	tin, mắt tre	internode
B	孑	39	jie2	tử	con	male/female
B	孒	39	jue2	tử	con	male/female
B	尣	43	meng2	uông	khom lưng	thin
B	川	47.0:3	chuan1	xuyên	sông	river
B	彑	58	ji4	ký (hay kệ)	đầu con nhím	hedgehog top
B	忄	61	xin1	tâm	lòng, tim	heart
B	户	63	hu4	hộ	cửa ngõ	family
B	戸	63	hu4	hộ	cửa ngõ	family
B	扌	64	shou3 zi4 pang2	thủ	tay	hands
B	攵	66	sui1	phốc (hay phộc)	đánh nhẹ	to tap
B	氵	85	shui3	thủy	nước	water
B	灬	86	huo3 biao1	hỏa	lửa	fire
B	爫	87	lan4	trảo	móng	claw
B	丬	90	qiang2	tường	tấm ván	wall
B	牜	93	cheng1	ngưu	trâu, bò	buffalo
B	犭	94	fan3	khuyển	chó	canine
B	┡4C	96	 	ngọc	ngọc	precious stone
B	☣36	103	 	sơ	đủ, cái chơn	roll of cloth
B	␢21	109	 	mục	mắt	eye
B	礻	113	shi4	thị	bảo, dạy	to indicate
B	☢28	122	wang3	võng	lưới	net
B	☢29	122	wang3	võng	lưới	net
B	罓	122	gang1	võng	lưới	net
B	罒	122	wang3	võng	lưới	net
B	␣2C	123	 	dương	dê	goat/sheep
B	耂	125	 	lão	già	old
B	㇠8E	130	 	nhục	thịt	meat
B	艹	140	cao3	thảo	cỏ	grass
B	␡53	140	cao3	thảo	cỏ	grass
B	衤	145	yi1	y	áo	clothing
B	覀	146	xi1	á	che	lid
B	赱	156	zou3	tẩu	chạy, đi	to walk
B	辶	162	chuo4	xước	đi mau	to pace
B	镸	168	chang2	trường	dài	long
B	阝	170	fu4	phụ	gò, đống	small hill
B	☮45	170	fu4	phụ	gò, đống	small hill
B	靑	174	qing1	thanh	xanh	green/blue
B	髙	189	gao1	cao	cao	tall
Z	的	106.3:8	de5 di2 di4	đích	của	possessive, adjectival suffix
Z	是	72.5:9	shi4	thị	là, phải, đúng	indeed, yes, right; to be; demonstrative pronoun, this, that
Z	不	1.3:4	bu4	bất	không	no, not; un-; negative prefix
Z	我	62.3:7	wo3	ngã	Tôi, ta	I, me, my;  (Ngã môn: chúng tôi)
Z	有	74.2:6	you3 you4	hữu	có	have, own, possess; exist
Z	在	32.3:6	zai4	tại	ở, tại	be at, in, on; consist in, rest
Z	了	6.1:2	le5 liao3	liễu	xong, kết thúc	to finish; particle of completed action; (Người con trai (tử) buông xuôi 2 tay, là cuộc đời đã kết liễu)
Z	中	2.3:4	zhong1 zhong4	trung	ở giữa	central; center, middle; in the midst of; hit (target); attain
Z	到	18.6:8	dao4	đáo	đến nơi; khắp đủ	go to, arrive, been to
Z	要	146.3:9	yao4 yao1 yao3	yếu	thiết yếu	necessary, essential; necessity
Z	以	9.3:5	yi3	dĩ	lấy, làm, dùng, dĩ đức báo oán	by means of; thereby, therefore; consider as; in order to
Z	可	30.2:5	ke3 ke4	khả	có thể làm được	may, can, -able; possibly
Z	這	162.7:11	zhe4 zhei4 yan4	giá	đây, cái này	this, the, here
Z	個	9.8:10	ge4 ge3	cá	cái, quả	numerary adjunct, piece; single
Z	你	9.5:7	ni3	nễ (nhĩ)	Kêu ngôi thứ hai	you, second person pronoun (Anh, chị, bạn, ông, bà, mày, v.v... Nễ môn: Các anh, các chị, ...)
Z	會	73.9:13	hui4 kuai4 gui4	hội	gặp gỡ, hội họp	assemble, meet together; meeting
Z	好	38.3:6	hao3 hao4	hiếu (hảo)	tốt, hay, ham thích	good, excellent, fine; well; (nữ + tử: Trai gái gặp nhau thì ham thích)
Z	為	86.5:9	wei4 wei2	vi	làm	do, handle, govern, act; be
Z	上	1.2:3	shang4	thượng	ở trên	top; superior, highest; go up, send up
Z	來	9.6:8	lai2 lai4	lai	lại	come, coming; return, returning; (2 nhân + mộc 2 người lại gốc cây để hẹn hò)
Z	學	39.13:16	xue2	học	học	learning, knowledge; school
Z	就	43.9:12	jiu4	tựu	thành tựu, việc đã thành	just; come/go to, approach, near
Z	交	8.4:6	jiao1	giao	giao du, giao thiệp, chỉ sự qua lại	mix; intersect; exchange, communicate; deliver
Z	也	5.2:3	ye3	dã	vậy, cũng	also; classical final particle of strong affirmation or identity
Z	能	130.6:10	neng2 nai4 tai2 tai4 nai2 xiong2	năng	tài năng, sức có thể làm nổi (năng ngôn bất năng hành)	be able, can, permitted, ability
Z	如	38.3:6	ru2	như	giống hệt	if, supposing; as if; like, as; (nữ + khẩu: Quan niệm xưa bắt con gái mở miệng nói y như chồng)
Z	時	72.6:10	shi2	thời	mùa, giờ, cơ hội	time, season; era, age, period
Z	說	149.7:14	shuo1 shui4 yue4 tuo1	thuyết	nói	speak, say, talk; scold, upbraid
Z	沒	85.4:7	mei2 mo4	một	không có, mất, hết	not, have not, none; drown, sink
Z	他	9.3:5	ta1	tha	Ông ấy, khác	other, another; he, she, it
Z	看	109.4:9	kan4 kan1	khán	xem	look, see; examine, scrutinize
Z	那	163.4:7	na4 nei4 na1 na3 ne2 nei3 nuo2 nuo4	na	đó, cái đó	that, that one, those
Z	問	30.8:11	wen4	vấn	hỏi	ask (about), inquire after
Z	提	64.9:12	ti2 di1 di3 shi2	đề	nâng đỡ, cất nhắc (đề bạt)	hold in hand; lift in hand
Z	下	1.2:3	xia4	hạ	dưới	under, underneath, below; down; inferior; bring down
Z	過	162.9:13	guo4 guo5 guo1 huo4	quá	việc đã qua, quá khứ, lỗi lầm, vượt qua	pass, pass through, go across
Z	請	149.8:15	qing3  qing4 qing1 qing2	thỉnh	mời	ask, request; invite; please
Z	們	9.8:10	men5	môn	bọn, chúng	adjunct pronoun indicate plural; (nễ môn: các anh; ngã môn: chúng tôi; tha môn: bọn hắn)
Z	天	37.1:4	tian1	thiên	trời	sky, heaven; god, celestial; (đại + nhất: Trời là đấng vĩ đại nhất)
Z	所	63.4:8	suo3	sở	xứ sở, công sở	place, location;numerary adjunct
Z	多	36.3:6	duo1	đa	nhiều	much, many; more than, over
Z	麼	200.3:14	mo5 mo3 ma5 me5	ma	(thậm) ma: cái gì?	interrogative final particle
Z	之	4.3:4	zhi1	chi	cái...của (Khổng tử chi ngôn=lời nói của Khổng Tử)	's (marks preceding phrase as modifier of following phrase); it, him her, them; go to
Z	想	61.9:13	xiang3	tưởng	nghĩ tới	think, speculate, plan, consider
Z	得	60.8:11	de2 de5 dei3	đắc	được (đắc nhân tâm), tự đắc (dương dương tự đắc)	obtain, get, gain, acquire
Z	出	17.3:5	chu1	xuất	ra ngoài, tài năng xuất chúng, xuất khẩu thành chương	go out, send out; stand; produce
Z	還	162.13:17	huan2 hai2 xuan2	hoàn	trở lại	still, yet, also, besides
Z	電	173.5:13	dian4	điện	điện	electricity, electric; lightning
Z	對	41.11:14	dui4	đối	đúng, phải, đối lại	correct, right; facing, opposed
Z	都	163.9:11	du1 dou1	đô	đô (thị), toàn thể	metropolis, capital; all, the whole; elegant, refined
Z	機	75.12:16	ji1	cơ	cơ quan, cơ giới	machine; moment, chance
Z	後	60.6:9	hou4	hậu	sau	behind, rear, after; descendents
Z	訊	149.3:10	xun4	tín 	thiệp báo tin	inquire; ask; examine; reproach
Z	家	40.7:10	jia1	gia	nhà	house, home, residence; family; (miên + thỉ: Trong nhà, thường nuôi heo để sinh lợi)
Z	站	117.5:10	zhan4 zhan1	trạm	đứng, dừng lại, trạm xe	stand up; a stand, station
Z	去	28.3:5	qu4	khứ	đi, đã qua	go away, leave, depart
Z	知	111.3:8	zhi1 zhi4	tri	biết, tri kỷ, tri thức, tri nhân tri diện bất tri tâm	know, perceive, comprehend
Z	國	31.8:11	guo2	quốc	nước, quốc gia	nation, country, nation-state
Z	很	60.6:9	hen3	hẩn (ngận)	lắm, rất	very, quite, much
Z	成	62.3:6	cheng2	thành	hoàn thành, thành tựu, mã đáo công thành	completed, finished, fixed
Z	信	9.7:9	xin4	tín	thư, tin	trust, believe; letter
Z	同	30.3:6	tong2 tong4	đồng	cùng, hợp lại	same, similar; together with
Z	何	9.5:7	he2 he4	hà	gì? sao?	what, why, where, which, how
Z	章	117.6:11	zhang1 zhang4	chương	văn chương, điều ghi (ước pháp tam chương)	composition; chapter, section
Z	道	162.9:13	dao4 dao3	đạo	con đường, đạo lý	path, road, street; method, way
Z	發	105.7:12	fa1 fa4 bo1	phát	làm lớn lên (phát tài), bắn ra (bách phát bách trúng)	issue, dispatch, send out, emit
Z	地	32.3:6	di4 de5	địa	đất	earth; soil, ground; region; place; adjunct used to form adverbial phrase
Z	法	85.5:8	fa3	pháp	khuôn phép, nước Pháp	law, rules, regulations, statute
Z	無	86.8:12	wu2 mo2	vô	không có (nam vô tửu như kỳ vô phong)	negative, no, not; lack, have no
Z	然	86.8:12	ran2	nhiên	ưng cho, như thế, thiên nhiên, mặc nhiên	yes, certainly; pledge, promise
Z	但	9.5:7	dan4	đãn	những, chẵng những, nhưng mà	only; but, however, yet, still
Z	當	102.8:13	dang1 dang4	đương	đang, nhận	bear, accept, undertake; just
Z	於	70.4:8	yu2 yu1 wu1	ư	tiếng dùng để giúp lời (Sinh ư Nam phương)	in, at, on; interjection alas!
Z	嗎	30.10:13	ma5 ma2 ma3	mạ	chữ cuối để hỏi	final interrogative particle (Nễ hảo mạ?: Anh khoẻ không?)
Z	本	75.1:5	ben3	bản	gốc	root, origin, source; basis; (mộc + nhất gạch ngang: để đánh dấu gốc rễ của cây)
Z	年	51.3:6	nian2	niên	năm, tuổi	year; new-years; person's age
Z	現	96.7:11	xian4	hiện	hiện ra, bây giờ	appear, manifest, become visible
Z	前	18.7:9	qian2	tiền	trước, tiền bối, tiền trình	in front, forward; preceding
Z	最	73.8:12	zui4	tối	chỉ sự cùng tận (tối đa, tối thiểu)	most, extremely, exceedingly
Z	真	109.5:10	zhen1	chân	không dối trá, chân thật, chân tình, chân dung	real, actual, true, genuine
Z	新	69.9:13	xin1	tân	mới	new, recent, fresh, modern
Z	和	30.5:8	he2 huo4 huo2 he4	hòa	vừa phải, và	harmony, peace; peaceful, calm
Z	因	31.3:6	yin1	nhân	lý do, nhân quả, nguyên nhân	cause, reason; by; because (of)
Z	果	75.4:8	guo3 ke4 luo3 wo3	quả	trái cây	fruit; result; (mộc + điền: vẽ hình cái quả trên ngọn cây)
Z	意	61.9:13	yi4	ý	ý chí, ý nghĩ	thought, idea, opinion; think
Z	定	40.5:8	ding4	định	làm cho yên, định quốc an bang	decide, settle, fix
Z	點	203.5:17	dian3 zhan1 duo4	điểm	nét chấm, điểm danh, điểm tâm	dot, speck, spot; point, degree
Z	情	61.8:11	qing2	tình	tình yêu, nhân tình, tình nhân, lời trần tình	feeling, sentiment, emotion
Z	其	12.6:8	qi2 ji1	kỳ	của ... (văn kỳ thanh bất kiến kỳ hình)	his, her, its, their; that
Z	題	181.9:18	ti2 di4	đề	đề mục	forehead; title, headline; theme
Z	事	6.7:8	shi4	sự	việc, phục vụ (trung thần bất sự nhị quân)	affair, matter, business; to serve; accident, incident
Z	科	115.4:9	ke1 ke4	khoa	môn	section, department, science
Z	些	7.5:8	xie1 suo4 sa1	ta	một ít (tá ngữ: nhất ta thủy = một ít nước)	little, few; rather, somewhat
Z	清	85.8:11	qing1 qing4	thanh	trong sạch, tinh khiết, thanh nhã	clear, pure, clean; peaceful
Z	三	1.2:3	san1 san4	tam	số ba	three
Z	樣	75.11:15	yang4 xiang4	dạng	hình dáng, kiểu, mẫu	shape, form, pattern, style
Z	此	77.2:6	ci3	thử	ấy, bên ấy, thế	this, these; in this case, then
Z	吧	30.4:7	ba5 ba1	ba	chữ nhấn mạnh cuối câu: right? ok?	emphatic final particle
Z	位	9.5:7	wei4	vị	chỗ ngồi (yên vị), xưng hô người (quý vị)	throne; position, post; rank, status; seat
Z	作	9.5:7	zuo4 zuo1 zuo2	tác	làm	make; work; compose, write; act, perform
Z	理	96.7:11	li3	lý	điều lý lẽ	reason, logic; manage
Z	者	125.4:8	zhe3 zhu1	giả	người, tác giả	that which; he who; those who
Z	經	120.7:13	jing1 jing4	kinh	kinh sách, sửa, qua	classic works; pass through
Z	名	30.3:6	ming2	danh	tên	name, rank, title, position
Z	什	9.2:4	shi2 shen2	thậm	thậm (ma): cái gì	what?, file of ten soldiers
Z	謝	149.10:17	xie4	tạ	cảm ơn, từ tạ	thank; decline
Z	正	77.1:5	zheng4 zheng1	chánh	chính, không xiên lệch, chánh nhân quân tử	right, proper, correct
Z	開	169.4:12	kai1	khai	mở ra (khai môn, khai thị, khai trương hồng phát)	open; initiate, begin, start
Z	話	149.6:13	hua4	thoại	lời nói	speech, talk, language; dialect
Z	與	134.8:14	yu3 yu4 yu2	dữ	cùng với	and; with; to; for; give, grant
Z	實	40.11:14	shi2	thực	thật	real, true, solid, honest
Z	愛	61.9:13	ai4	ái	yêu	love, be fond of, like
Z	再	13.4:6	zai4	tái	lập lại	again, twice, re-
Z	華	140.8:12	hua2 hua1 hua4	hoa	rực rỡ, người Hoa	flowery; illustrious; Chinese
Z	城	32.6:9	cheng2	thành	thành quách, thành trì	castle; city, town; municipality
Z	動	19.9:11	dong4	động	bắt tay vào việc, động thủ, động công	move, happen; movement, action
Z	或	62.4:8	huo4 yu4	hoặc	hoặc (or)	or, either, else; perhaps, maybe
Z	應	61.13:17	ying4 ying1	ứng, ưng	thuận theo (ứng thiên mệnh), ưng thuận	should, ought to, must
Z	種	115.9:14	zhong3 zhong4 chong2	chủng	loại	seed; race; offspring; to plant
Z	教	66.7:11	jiao4 jiao1	giáo	dạy học	teach, class
Z	分	18.2:4	fen1 fen4	phân	chia	divide; small unit of time etc.
Z	像	9.12:14	xiang4	tượng	hình tượng	picture, image, figure; resemble
Z	系	120.1:7	xi4 ji4	hệ	hệ thống	system; line, link, connection
Z	次	76.2:6	ci4 zi1ci2	thứ	kế, thứ thiếp, số lần	order, sequence; next
Z	已	49.0:3	yi3	kỷ	bản thân mình, người mình	already; finished; stop
